token,count,frequency,length_glyphs,contains_unknown
A3B3,69,0.0025106429429101627,2,False
K1J1A1B1A2,69,0.0025106429429101627,5,False
D1A1Q2A2,68,0.002474256813302769,4,False
B1A3B3,66,0.002401484554087982,3,False
D1A1Q2A3G1,66,0.002401484554087982,5,False
K1A1B1A2,64,0.002328712294873194,4,False
K1J1A1C1,64,0.002328712294873194,4,False
D1A1Q2J1B1A2,62,0.002255940035658407,6,False
Q1A3G1,62,0.002255940035658407,3,False
D1A1Q2K2B1A2,61,0.0022195539060510133,6,False
A3F3,60,0.0021831677764436196,2,False
A1Q1A1B2,59,0.002146781646836226,4,False
D1A1Q1J1A2,59,0.002146781646836226,5,False
K1U2A2,59,0.002146781646836226,3,False
A1Q2A1B2,56,0.002037623258014045,4,False
K1A3C1,56,0.002037623258014045,3,False
K1A1,55,0.0020012371284066515,2,False
K1J1A1,55,0.0020012371284066515,3,False
L1K2B1A2,55,0.0020012371284066515,4,False
D1A1Q1K1A2,53,0.001928464869191864,5,False
C2A3C1,52,0.0018920787395844704,3,False
A1B1A3G1,50,0.001819306480369683,4,False
C1A3G1,50,0.001819306480369683,3,False
D1A1Q2K1A2,49,0.0017829203507622893,5,False
K1K2B1A2,47,0.001710148091547502,4,False
C2A1B2,46,0.0016737619619401085,3,False
D1A1Q2A3B2,46,0.0016737619619401085,5,False
D1A1Q2A3F1,46,0.0016737619619401085,5,False
U2A1B2,44,0.001600989702725321,3,False
C2A3F1,43,0.0015646035731179274,3,False
D1A1Q2A3C1,43,0.0015646035731179274,5,False
L1A1B1A2,43,0.0015646035731179274,4,False
K1J1Q1A2,42,0.0015282174435105338,4,False
A2Q1K2A2,41,0.0014918313139031401,4,False
B1A1C1,41,0.0014918313139031401,3,False
Q1K2B1A2,40,0.0014554451842957465,4,False
A1Q1J1A1B2,39,0.0014190590546883529,5,False
D1A1Q2A1B2,39,0.0014190590546883529,5,False
A1B2A2,38,0.001382672925080959,3,False
Q1A3C1,38,0.001382672925080959,3,False
A1B1A2,37,0.0013462867954735654,3,False
A1B2Q1K2B1A2,37,0.0013462867954735654,6,False
D1A1B1A3G1,37,0.0013462867954735654,5,False
K1J1A3C1,37,0.0013462867954735654,4,False
A1Q2A3B3,36,0.0013099006658661718,4,False
A2Q1A3G1,36,0.0013099006658661718,4,False
A3H1,36,0.0013099006658661718,2,False
K1A3G1,36,0.0013099006658661718,3,False
U2A1C1,36,0.0013099006658661718,3,False
A2Q2A3G1,35,0.0012735145362587782,4,False
D1A1Q1K1B1A2,35,0.0012735145362587782,6,False
K1A1B1A3G1,35,0.0012735145362587782,5,False
U2J1A2,35,0.0012735145362587782,3,False
A1B2A3G1,34,0.0012371284066513845,4,False
A1Q2J1A2,34,0.0012371284066513845,4,False
B2K1J1A2,34,0.0012371284066513845,4,False
C2A1C1,34,0.0012371284066513845,3,False
D1A1,34,0.0012371284066513845,2,False
Q1J1B1A2,34,0.0012371284066513845,4,False
Q1K2A2,34,0.0012371284066513845,3,False
K1J1B1A3G1,33,0.001200742277043991,5,False
Q2A1B2,33,0.001200742277043991,3,False
A1Q1J1A2,32,0.001164356147436597,4,False
B2Q1A3G1,32,0.001164356147436597,4,False
D1A1Q1J1A1B2,32,0.001164356147436597,6,False
K1J1C2,32,0.001164356147436597,3,False
K1J1U1A2,32,0.001164356147436597,4,False
L1J1A1C1,32,0.001164356147436597,4,False
Q2A3G1,32,0.001164356147436597,3,False
A1B2Q1A3F1,31,0.0011279700178292034,5,False
A1P1K1J1B1A2,31,0.0011279700178292034,6,False
B2A1C1,31,0.0011279700178292034,3,False
B2Q1K2A2,31,0.0011279700178292034,4,False
D1A1Q2K2A2,31,0.0011279700178292034,5,False
L1J1A1,31,0.0011279700178292034,3,False
Q1A3F1,31,0.0011279700178292034,3,False
A1Q2A1C1,30,0.0010915838882218098,4,False
B2Q1A3F1,30,0.0010915838882218098,4,False
C2A3B2,30,0.0010915838882218098,3,False
D1A1Q1K1J1B1A2,30,0.0010915838882218098,7,False
K1J1B1A3C1,30,0.0010915838882218098,5,False
L1J1A1B1A2,30,0.0010915838882218098,5,False
Q2A3C1,30,0.0010915838882218098,3,False
B2Q1K2B1A2,29,0.0010551977586144162,5,False
A1C1A3G1,28,0.0010188116290070226,4,False
A1G1,28,0.0010188116290070226,2,False
A1Q2K1A2,28,0.0010188116290070226,4,False
B1,28,0.0010188116290070226,1,False
C2A2,28,0.0010188116290070226,2,False
K1J1A1C2,28,0.0010188116290070226,4,False
L1U1A2,28,0.0010188116290070226,3,False
Q1A1B2,28,0.0010188116290070226,3,False
A1Q1K1J1A2,27,0.000982425499399629,5,False
A1Q2K1J1B1A2,27,0.000982425499399629,6,False
A2Q2K2B1A2,27,0.000982425499399629,5,False
B2A1B2,27,0.000982425499399629,3,False
K1A1Q2A2,27,0.000982425499399629,4,False
Q2K1J1B1A2,27,0.000982425499399629,5,False
A1B2Q1A3G1,26,0.0009460393697922352,5,False
A1B2Q1K2A2,26,0.0009460393697922352,5,False
A1Q2J1A1B1A2,26,0.0009460393697922352,6,False
A1Q2K1B1A2,26,0.0009460393697922352,5,False
D1A1P1K1J1B1A2,26,0.0009460393697922352,7,False
K1A3B2,26,0.0009460393697922352,3,False
K1B2,26,0.0009460393697922352,2,False
L1B1A2,26,0.0009460393697922352,3,False
Q2J1B1A2,26,0.0009460393697922352,4,False
A1Q1A3B3,25,0.0009096532401848415,4,False
A2Q1A3C1,25,0.0009096532401848415,4,False
A2Q2K2A2,25,0.0009096532401848415,4,False
B2L1J1B1A2,25,0.0009096532401848415,5,False
Q1A2,25,0.0009096532401848415,2,False
A1B2A1C1,24,0.0008732671105774479,4,False
A1Q2J1A1B2,24,0.0008732671105774479,5,False
A1Q2K1A1B2,24,0.0008732671105774479,5,False
A2Q1K2B1A2,24,0.0008732671105774479,5,False
D1A1Q1M1A2,24,0.0008732671105774479,5,False
K1K2C2,24,0.0008732671105774479,3,False
L1A3C1,24,0.0008732671105774479,3,False
P1K1J1B1A2,24,0.0008732671105774479,5,False
A1B1A3C1,23,0.0008368809809700542,4,False
A1C2,23,0.0008368809809700542,2,False
A1Q1A1C1,23,0.0008368809809700542,4,False
A3G3,23,0.0008368809809700542,2,False
B1L1J1B1A2,23,0.0008368809809700542,5,False
K1A1C2,23,0.0008368809809700542,3,False
U1A2,23,0.0008368809809700542,2,False
A1B2K1J1B1A2,22,0.0008004948513626605,6,False
A1Q2A1B1A2,22,0.0008004948513626605,5,False
A2Q2J1B1A2,22,0.0008004948513626605,5,False
B1K1A1C1,22,0.0008004948513626605,4,False
C2A3F3,22,0.0008004948513626605,3,False
D1A1Q1K1J1A2,22,0.0008004948513626605,6,False
D1A1Q2K1J1B1A2,22,0.0008004948513626605,7,False
K1B1A3C1,22,0.0008004948513626605,4,False
L1J1U1A2,22,0.0008004948513626605,4,False
A1P1K1J1A2,21,0.0007641087217552669,5,False
A1Q1J1A1B1A2,21,0.0007641087217552669,6,False
A1Q1K1A2,21,0.0007641087217552669,4,False
A1Q1K1B1A2,21,0.0007641087217552669,5,False
A2Q2A2,21,0.0007641087217552669,3,False
A3C1A2,21,0.0007641087217552669,3,False
B1K1J1B1A2,21,0.0007641087217552669,5,False
B2Q1J1B1A2,21,0.0007641087217552669,5,False
D1A1Q1J1A1B1A2,21,0.0007641087217552669,7,False
K1A1Q1A2,21,0.0007641087217552669,4,False
K1J1A3B2,21,0.0007641087217552669,4,False
Q1K1A2,21,0.0007641087217552669,3,False
A1B3,20,0.0007277225921478733,2,False
A1Q2K1J1A2,20,0.0007277225921478733,5,False
D1A1Q1A1C1,20,0.0007277225921478733,5,False
D1A1Q2A1C1,20,0.0007277225921478733,5,False
K1J1B1A3B2,20,0.0007277225921478733,5,False
K1J1U2A2,20,0.0007277225921478733,4,False
L1J1Q1A2,20,0.0007277225921478733,4,False
A1B2Q1A3C1,19,0.0006913364625404795,5,False
A1Q2J1A1C2,19,0.0006913364625404795,5,False
B1A3B2A2,19,0.0006913364625404795,4,False
B1A3C1A2,19,0.0006913364625404795,4,False
B2Q1A3C1,19,0.0006913364625404795,4,False
D1A1Q1A3B3,19,0.0006913364625404795,5,False
Q1A1C1,19,0.0006913364625404795,3,False
Q2K1A2,19,0.0006913364625404795,3,False
A1B2Q1A2,18,0.0006549503329330859,4,False
A1Q1K1J1B1A2,18,0.0006549503329330859,6,False
A1Q2A3F3,18,0.0006549503329330859,4,False
K1J1B1A3F1,18,0.0006549503329330859,5,False
L1J1A3C1,18,0.0006549503329330859,4,False
L1U2A2,18,0.0006549503329330859,3,False
A1Q1M1A2,17,0.0006185642033256923,4,False
A2Q1K1A2,17,0.0006185642033256923,4,False
A2Q2A3C1,17,0.0006185642033256923,4,False
B1K1A2,17,0.0006185642033256923,3,False
D1A1Q2J1A2,17,0.0006185642033256923,5,False
D1A1Q2K1B1A2,17,0.0006185642033256923,6,False
K1K2Q1A2,17,0.0006185642033256923,4,False
K1U1J1A2,17,0.0006185642033256923,4,False
L1J1,17,0.0006185642033256923,2,False
Q2A2,17,0.0006185642033256923,2,False
Q2K2A2,17,0.0006185642033256923,3,False
A1B1A3B2,16,0.0005821780737182985,4,False
A1B2C2,16,0.0005821780737182985,3,False
A1Q1A3F3,16,0.0005821780737182985,4,False
A2Q1J1B1A2,16,0.0005821780737182985,5,False
B1K1A1B2,16,0.0005821780737182985,4,False
B2B1A2,16,0.0005821780737182985,3,False
C1A1B2,16,0.0005821780737182985,3,False
K1A1U1A2,16,0.0005821780737182985,4,False
K1B1A3G1,16,0.0005821780737182985,4,False
L1A1B1A3G1,16,0.0005821780737182985,5,False
L1A3G1,16,0.0005821780737182985,3,False
Q1A3B2,16,0.0005821780737182985,3,False
Q1J1A1B2,16,0.0005821780737182985,4,False
Q2A1C1,16,0.0005821780737182985,3,False
A1B2Q1J1B1A2,15,0.0005457919441109049,6,False
A1P1K1B1A2,15,0.0005457919441109049,5,False
B2Q1A2,15,0.0005457919441109049,3,False
C1A3F1,15,0.0005457919441109049,3,False
C2A1G1,15,0.0005457919441109049,3,False
D1A1Q2K1J1A2,15,0.0005457919441109049,6,False
K1B1A3B2,15,0.0005457919441109049,4,False
Q1K1A1B2,15,0.0005457919441109049,4,False
Q1K1J1B1A2,15,0.0005457919441109049,5,False
Q2J1A1B2,15,0.0005457919441109049,4,False
Q2K1A1C1,15,0.0005457919441109049,4,False
Q2K1J1A2,15,0.0005457919441109049,4,False
A1A3G1,14,0.0005094058145035113,3,False
A1B2B1A2,14,0.0005094058145035113,4,False
A1Q1A3B2A2,14,0.0005094058145035113,5,False
A1Q1K1A1C1,14,0.0005094058145035113,5,False
A2K1J1A2,14,0.0005094058145035113,4,False
B1A3H1,14,0.0005094058145035113,3,False
B1B2,14,0.0005094058145035113,2,False
D1A1B1A2,14,0.0005094058145035113,4,False
D1A1C1,14,0.0005094058145035113,3,False
D1A1K2A2,14,0.0005094058145035113,4,False
D1A1K2B1A2,14,0.0005094058145035113,5,False
D1A1Q1K1A1B2,14,0.0005094058145035113,6,False
K1A1U2A2,14,0.0005094058145035113,4,False
K1A3F1,14,0.0005094058145035113,3,False
K1K2A1,14,0.0005094058145035113,3,False
P1A1B2,14,0.0005094058145035113,3,False
Q2A3B2,14,0.0005094058145035113,3,False
A1B2K1J1A2,13,0.0004730196848961176,5,False
A1C1A2,13,0.0004730196848961176,3,False
A1Q1J1A1,13,0.0004730196848961176,4,False
A2B1A3G1,13,0.0004730196848961176,4,False
A2K1K2A2,13,0.0004730196848961176,4,False
A2Q1A2,13,0.0004730196848961176,3,False
A2Q1J1A1B1A2,13,0.0004730196848961176,6,False
A2Q2A1B2,13,0.0004730196848961176,4,False
A2Q2J1A2,13,0.0004730196848961176,4,False
B1A3G3,13,0.0004730196848961176,3,False
B4,13,0.0004730196848961176,1,False
C1A3B2,13,0.0004730196848961176,3,False
D1A1A3G1,13,0.0004730196848961176,4,False
D1A1Q1A3F3,13,0.0004730196848961176,5,False
D1A1U1A2,13,0.0004730196848961176,4,False
K1J1B1,13,0.0004730196848961176,3,False
K1J1Q2A2,13,0.0004730196848961176,4,False
K1K2A1C1,13,0.0004730196848961176,4,False
K1Q1A2,13,0.0004730196848961176,3,False
L1,13,0.0004730196848961176,1,False
L1J1B1A3G1,13,0.0004730196848961176,5,False
L1J1U2A2,13,0.0004730196848961176,4,False
Q1J1A1B1A2,13,0.0004730196848961176,5,False
Q1K1A1C1,13,0.0004730196848961176,4,False
Q1K1J1A2,13,0.0004730196848961176,4,False
Q2J1A2,13,0.0004730196848961176,3,False
U2A1,13,0.0004730196848961176,2,False
U2A3C1,13,0.0004730196848961176,3,False
A1B1A3F1,12,0.00043663355528872393,4,False
A1K2C2,12,0.00043663355528872393,3,False
A1Q1K2A1,12,0.00043663355528872393,4,False
A1Q1K2A1B1A2,12,0.00043663355528872393,6,False
A1Q1K2A1B2,12,0.00043663355528872393,5,False
A1Q1K2C2,12,0.00043663355528872393,4,False
A1Q2,12,0.00043663355528872393,2,False
A1Q2A3B2A2,12,0.00043663355528872393,5,False
A2P1K1J1B1A2,12,0.00043663355528872393,6,False
A2Q2J1A1B1A2,12,0.00043663355528872393,6,False
A3B2A2,12,0.00043663355528872393,3,False
A3C1A3B2,12,0.00043663355528872393,4,False
B1K1J1A2,12,0.00043663355528872393,4,False
B1L1A1C1,12,0.00043663355528872393,4,False
D1A1Q1K2B1,12,0.00043663355528872393,5,False
K1A1B1A3C1,12,0.00043663355528872393,5,False
K1C2,12,0.00043663355528872393,2,False
L1J1B1,12,0.00043663355528872393,3,False
Q1K1B1A2,12,0.00043663355528872393,4,False
Q2K2B1A2,12,0.00043663355528872393,4,False
U1A1B2,12,0.00043663355528872393,3,False
U1J1A2,12,0.00043663355528872393,3,False
U2A1B1A2,12,0.00043663355528872393,4,False
A1B2A3C1,11,0.00040024742568133025,4,False
A1B2L1J1B1A2,11,0.00040024742568133025,6,False
A1B2Q1A3B2,11,0.00040024742568133025,5,False
A1C1A3B2,11,0.00040024742568133025,4,False
A1H1,11,0.00040024742568133025,2,False
A1P1A3G1,11,0.00040024742568133025,4,False
A1Q1A1B1A2,11,0.00040024742568133025,5,False
A1Q2J1A1,11,0.00040024742568133025,4,False
A2K1A1C1,11,0.00040024742568133025,4,False
A2Q1J1A1B2,11,0.00040024742568133025,5,False
A2Q2A1C1,11,0.00040024742568133025,4,False
A2Q2K1A2,11,0.00040024742568133025,4,False
A3B2B1A2,11,0.00040024742568133025,4,False
B1A1,11,0.00040024742568133025,2,False
B1A3B2B1A2,11,0.00040024742568133025,5,False
B2A1,11,0.00040024742568133025,2,False
B2C2,11,0.00040024742568133025,2,False
C1A3C1,11,0.00040024742568133025,3,False
D1A1B1A3C1,11,0.00040024742568133025,5,False
D1A1P1K1B1A2,11,0.00040024742568133025,6,False
D1A1Q1K2A1,11,0.00040024742568133025,5,False
D1A1Q2J1A1B1A2,11,0.00040024742568133025,7,False
K1A1B3,11,0.00040024742568133025,3,False
K1A3B3,11,0.00040024742568133025,3,False
K1J1A1B1A3G1,11,0.00040024742568133025,6,False
K1Q1A3F1,11,0.00040024742568133025,4,False
K1Q1A3G1,11,0.00040024742568133025,4,False
K1U1B1A2,11,0.00040024742568133025,4,False
L1J1A3B2,11,0.00040024742568133025,4,False
L1K2A1B2,11,0.00040024742568133025,4,False
Q1A3F3,11,0.00040024742568133025,3,False
U2A3G1,11,0.00040024742568133025,3,False
A1A3C1,10,0.0003638612960739366,3,False
A1B2A1B2,10,0.0003638612960739366,4,False
A1B2Q1J1A2,10,0.0003638612960739366,5,False
A1C1A3F1,10,0.0003638612960739366,4,False
A1Q1A3C1A2,10,0.0003638612960739366,5,False
A1Q1J1A1C1,10,0.0003638612960739366,5,False
A1Q1K1A1B2,10,0.0003638612960739366,5,False
A1Q2J1B1A3C1,10,0.0003638612960739366,6,False
A1Q2K2C2,10,0.0003638612960739366,4,False
A2Q1A1B2,10,0.0003638612960739366,4,False
A2Q2K1J1A2,10,0.0003638612960739366,5,False
A3C1A1B1A2,10,0.0003638612960739366,5,False
B1A3E2,10,0.0003638612960739366,3,False
B2A3G1,10,0.0003638612960739366,3,False
B2K1B1A2,10,0.0003638612960739366,4,False
B2L1J1A2,10,0.0003638612960739366,4,False
B2Q1K1J1B1A2,10,0.0003638612960739366,6,False
C2A3B3,10,0.0003638612960739366,3,False
D1A1Q1J1K1A2,10,0.0003638612960739366,6,False
D1A1Q2K1A1B2,10,0.0003638612960739366,6,False
D1A1U1J1A2,10,0.0003638612960739366,5,False
K1A1Q1K1A2,10,0.0003638612960739366,5,False
K1J1A1U1A2,10,0.0003638612960739366,5,False
K1Q2A2,10,0.0003638612960739366,3,False
L1A1B1,10,0.0003638612960739366,3,False
L1J1A1C2,10,0.0003638612960739366,4,False
Q2K1A1B2,10,0.0003638612960739366,4,False
Q2K1B1A2,10,0.0003638612960739366,4,False
T1A2,10,0.0003638612960739366,2,False
A1B2K1K2A2,9,0.00032747516646654295,5,False
A1B2Q1M1A2,9,0.00032747516646654295,5,False
A1Q1J1A1C2,9,0.00032747516646654295,5,False
A1Q1J1A3B2,9,0.00032747516646654295,5,False
A1Q1J1B1A3B2,9,0.00032747516646654295,6,False
A1Q1K2A1C1,9,0.00032747516646654295,5,False
A1Q2J1A1C1,9,0.00032747516646654295,5,False
A1Q2K1A1C1,9,0.00032747516646654295,5,False
A1U2A2,9,0.00032747516646654295,3,False
B1A3E1B3,9,0.00032747516646654295,4,False
B1K1K2A2,9,0.00032747516646654295,4,False
B2A2,9,0.00032747516646654295,2,False
C1A1C1,9,0.00032747516646654295,3,False
C2A3C1A2,9,0.00032747516646654295,4,False
D1A1B1A3F1,9,0.00032747516646654295,5,False
D1A1Q1B2,9,0.00032747516646654295,4,False
D1A1Q1J1A1C1,9,0.00032747516646654295,6,False
K1A1B2A2,9,0.00032747516646654295,4,False
K1A1G1,9,0.00032747516646654295,3,False
K1B1A1C1,9,0.00032747516646654295,4,False
K1J1Q1A3G1,9,0.00032747516646654295,5,False
K1K2A1B1A2,9,0.00032747516646654295,5,False
K1Q1A3B2,9,0.00032747516646654295,4,False
K1T1A2,9,0.00032747516646654295,3,False
L1A1U2A2,9,0.00032747516646654295,4,False
L1A3B2,9,0.00032747516646654295,3,False
L1A3F1,9,0.00032747516646654295,3,False
L1J1B1A3B2,9,0.00032747516646654295,5,False
L1J1B1A3F1,9,0.00032747516646654295,5,False
L1K2,9,0.00032747516646654295,2,False
L1K2Q1A2,9,0.00032747516646654295,4,False
L1Q1A2,9,0.00032747516646654295,3,False
L1U1J1A2,9,0.00032747516646654295,4,False
P1K1A1C1,9,0.00032747516646654295,4,False
P1K1J1B1A3C1,9,0.00032747516646654295,6,False
Q1J1A2,9,0.00032747516646654295,3,False
Q1M1A2,9,0.00032747516646654295,3,False
T1A1B2,9,0.00032747516646654295,3,False
A1A3F1,8,0.00029108903685914927,3,False
A1B2L1J1A2,8,0.00029108903685914927,5,False
A1C1A3B3,8,0.00029108903685914927,4,False
A1P1A3C1,8,0.00029108903685914927,4,False
A1P1K1A2,8,0.00029108903685914927,4,False
A1Q2K2B1,8,0.00029108903685914927,4,False
A1Q2L1J1A2,8,0.00029108903685914927,5,False
A2K1J1A1B2,8,0.00029108903685914927,5,False
A2K1J1B1A2,8,0.00029108903685914927,5,False
A2L1J1A2,8,0.00029108903685914927,4,False
A2Q1A3B2,8,0.00029108903685914927,4,False
A2Q1K1J1B1A2,8,0.00029108903685914927,6,False
A2Q1K2A1B1A2,8,0.00029108903685914927,6,False
A2Q2A3B2,8,0.00029108903685914927,4,False
A2Q2A3B3,8,0.00029108903685914927,4,False
A2Q2A3F1,8,0.00029108903685914927,4,False
A2Q2K1A1C1,8,0.00029108903685914927,5,False
A2Q2K1J1B1A2,8,0.00029108903685914927,6,False
A3C1A3G1,8,0.00029108903685914927,4,False
B1K1B1A2,8,0.00029108903685914927,4,False
B1L1J1A2,8,0.00029108903685914927,4,False
B2K1K2A2,8,0.00029108903685914927,4,False
C1A3B3,8,0.00029108903685914927,3,False
D1A1A1C1,8,0.00029108903685914927,4,False
D1A1B2K1J1B1A2,8,0.00029108903685914927,7,False
D1A1Q1,8,0.00029108903685914927,3,False
D1A1Q1K1A1,8,0.00029108903685914927,5,False
D1A1Q1K2A1B1A2,8,0.00029108903685914927,7,False
D1A1Q1L1J1A2,8,0.00029108903685914927,6,False
D1A1Q1L1J1B1A2,8,0.00029108903685914927,7,False
D1A1Q2A1B1A2,8,0.00029108903685914927,6,False
D1A1Q2A3B3,8,0.00029108903685914927,5,False
D1A1Q2J1A1B2,8,0.00029108903685914927,6,False
D1A1Q2K1A1C1,8,0.00029108903685914927,6,False
K1A1B1,8,0.00029108903685914927,3,False
K1A1B2B1A2,8,0.00029108903685914927,5,False
K1A1C1A2,8,0.00029108903685914927,4,False
K1A1Q1K2A2,8,0.00029108903685914927,5,False
K1K2A1B2,8,0.00029108903685914927,4,False
L1A1C2,8,0.00029108903685914927,3,False
L1B1A3C1,8,0.00029108903685914927,4,False
L1J1C2,8,0.00029108903685914927,3,False
P1K1J1A1B2,8,0.00029108903685914927,5,False
Q1K2A1B1A2,8,0.00029108903685914927,5,False
Q2A1B1A2,8,0.00029108903685914927,4,False
Q2A3F3,8,0.00029108903685914927,3,False
Q2J1A1B1A2,8,0.00029108903685914927,5,False
Q2K1A1B1A2,8,0.00029108903685914927,5,False
Q2L1J1B1A2,8,0.00029108903685914927,5,False
U1K2A2,8,0.00029108903685914927,3,False
U2A3B2,8,0.00029108903685914927,3,False
U2K2A2,8,0.00029108903685914927,3,False
A1B1A1C1,7,0.00025470290725175564,4,False
A1B2B1A3G1,7,0.00025470290725175564,5,False
A1B2K1A2,7,0.00025470290725175564,4,False
A1K2B1A2,7,0.00025470290725175564,4,False
A1P1A2,7,0.00025470290725175564,3,False
A1P1A3B2,7,0.00025470290725175564,4,False
A1Q1L1A2,7,0.00025470290725175564,4,False
A1Q1L1J1A2,7,0.00025470290725175564,5,False
A1Q2A1,7,0.00025470290725175564,3,False
A1Q2A1B2A2,7,0.00025470290725175564,5,False
A1Q2A1B2B1A2,7,0.00025470290725175564,6,False
A1Q2K2A1B1A2,7,0.00025470290725175564,6,False
A1U1A2,7,0.00025470290725175564,3,False
A2K1A1B2,7,0.00025470290725175564,4,False
A2K1J1A1,7,0.00025470290725175564,4,False
A2Q2A1B1A2,7,0.00025470290725175564,5,False
A2Q2K2A1B1A2,7,0.00025470290725175564,6,False
A3B2A3B3,7,0.00025470290725175564,4,False
A3C1A3B3,7,0.00025470290725175564,4,False
A3C2,7,0.00025470290725175564,2,False
B1A3B2C2,7,0.00025470290725175564,4,False
B1A3C1A3B3,7,0.00025470290725175564,5,False
B2K1J1A1B2,7,0.00025470290725175564,5,False
C1K1J1A2,7,0.00025470290725175564,4,False
C1K1J1B1A2,7,0.00025470290725175564,5,False
D1A1P1K1J1A2,7,0.00025470290725175564,6,False
D1A1Q1J1A1,7,0.00025470290725175564,5,False
D1A1Q1J1B1A3C1,7,0.00025470290725175564,7,False
D1A1Q1K1A1C1,7,0.00025470290725175564,6,False
D1A1Q2,7,0.00025470290725175564,3,False
D1A1U1A1B2,7,0.00025470290725175564,5,False
K1A1A2,7,0.00025470290725175564,3,False
K1A1A3G1,7,0.00025470290725175564,4,False
K1A1Q1A3F1,7,0.00025470290725175564,5,False
K1A1Q1A3G1,7,0.00025470290725175564,5,False
K1A1Q2A3G1,7,0.00025470290725175564,5,False
K1A1Q2K2A2,7,0.00025470290725175564,5,False
K1A3E2,7,0.00025470290725175564,3,False
K1B1A3B3,7,0.00025470290725175564,4,False
K1B1A3F1,7,0.00025470290725175564,4,False
K1J1A1B1A3F1,7,0.00025470290725175564,6,False
K1J1A1B3,7,0.00025470290725175564,4,False
K1J1A1Q1A2,7,0.00025470290725175564,5,False
K1J1Q1A3B2,7,0.00025470290725175564,5,False
K1J1Q1A3C1,7,0.00025470290725175564,5,False
K1J1U1J1A2,7,0.00025470290725175564,5,False
K1Q1A3C1,7,0.00025470290725175564,4,False
K1Q1K2A2,7,0.00025470290725175564,4,False
K1U2B1A2,7,0.00025470290725175564,4,False
L1B1,7,0.00025470290725175564,2,False
L1J1A1B1,7,0.00025470290725175564,4,False
L1J1A3G1,7,0.00025470290725175564,4,False
L1J1Q1,7,0.00025470290725175564,3,False
L1K2C2,7,0.00025470290725175564,3,False
M1C2,7,0.00025470290725175564,2,False
Q1J1K1A2,7,0.00025470290725175564,4,False
Q1M1B1A2,7,0.00025470290725175564,4,False
Q2A1B1A3G1,7,0.00025470290725175564,5,False
Q2A3F1,7,0.00025470290725175564,3,False
Q2L1J1A2,7,0.00025470290725175564,4,False
T1J1A2,7,0.00025470290725175564,3,False
