source_id,language,seed,factorization,base_mapping_identical_to_phase3a4,parent_master_key_identical,train_abstract_identity_sha256,validation_abstract_identity_sha256,train_variant_schedule_identical_to_phase3a4_k16,validation_variant_schedule_identical_to_phase3a4_k16,parent_k16_corpus_sha256
german_rem_v21,German,40814041438,2x8,True,True,5a4de2c295d385c475308cce68f16b0599a60951eeb624ff1d7499503b9ea9e6,fdece1a9449ddfd70241621b5eb61e0ce93b5b710cd6eb7fb0e30ad546764994,True,True,d90bb0456cbf372d7167c45aaa1bcef7adabdcacb92e24d79f3a5dc7f5c1502e
german_rem_v21,German,40814041439,2x8,True,True,6473dacf4254929c900f651b9bdba52e246f4e476ef8191f9dc8a186800e949a,723c7e95f806c7f1774127cb9a75fbb9a51e32fd2b0f01879b7875b05d385237,True,True,ec111720d80763c282d30184228880a42b14ddd5b161926bcbe954c2b62bd12c
german_rem_v21,German,40814041440,2x8,True,True,59e487d2fa602c4344b10b32aa3ee2c29e95b202535d0908b5627c8a3676feb1,e38d37341cff60e21e3843b1a14aaf0d8eca6851ac22224ba676dcca827fce1f,True,True,31f59b38b764fe2fc0e5484934e45e4a8e5dee6c261f3e931738565fcf2424f5
german_rem_v21,German,40814041441,2x8,True,True,f2dbb7851d8e530a031f1de23d70a7dc7f0c3814ce8754f1943c22f106829b2d,9095bf93364c80dfc14b3baf8a224d901129a652a8b31a9a9373c8073d85cf28,True,True,686a458fe9d06faa43deacdd83f086d91a9842e7baf47d259f57894722510203
german_rem_v21,German,40814041442,2x8,True,True,ca2c71029a2d64726f2c187cb19faee9ebc9fb6e6d36adca329a6fc3ea31c271,a30fc50c031b267347e5adf686fe98a8c1dea156550dd8e5c4d933cac0040c83,True,True,de8bbcb749d4a4729922177ed2aca90c59d4ce48737c5a4fab5ad94c27c1294e
german_rem_v21,German,40814041438,4x4,True,True,5a4de2c295d385c475308cce68f16b0599a60951eeb624ff1d7499503b9ea9e6,fdece1a9449ddfd70241621b5eb61e0ce93b5b710cd6eb7fb0e30ad546764994,True,True,d90bb0456cbf372d7167c45aaa1bcef7adabdcacb92e24d79f3a5dc7f5c1502e
german_rem_v21,German,40814041439,4x4,True,True,6473dacf4254929c900f651b9bdba52e246f4e476ef8191f9dc8a186800e949a,723c7e95f806c7f1774127cb9a75fbb9a51e32fd2b0f01879b7875b05d385237,True,True,ec111720d80763c282d30184228880a42b14ddd5b161926bcbe954c2b62bd12c
german_rem_v21,German,40814041440,4x4,True,True,59e487d2fa602c4344b10b32aa3ee2c29e95b202535d0908b5627c8a3676feb1,e38d37341cff60e21e3843b1a14aaf0d8eca6851ac22224ba676dcca827fce1f,True,True,31f59b38b764fe2fc0e5484934e45e4a8e5dee6c261f3e931738565fcf2424f5
german_rem_v21,German,40814041441,4x4,True,True,f2dbb7851d8e530a031f1de23d70a7dc7f0c3814ce8754f1943c22f106829b2d,9095bf93364c80dfc14b3baf8a224d901129a652a8b31a9a9373c8073d85cf28,True,True,686a458fe9d06faa43deacdd83f086d91a9842e7baf47d259f57894722510203
german_rem_v21,German,40814041442,4x4,True,True,ca2c71029a2d64726f2c187cb19faee9ebc9fb6e6d36adca329a6fc3ea31c271,a30fc50c031b267347e5adf686fe98a8c1dea156550dd8e5c4d933cac0040c83,True,True,de8bbcb749d4a4729922177ed2aca90c59d4ce48737c5a4fab5ad94c27c1294e
italian_old_ud218,Italian,40814041438,1x16,True,True,3651b85fdd897c34b56a1af8a28ea2cd95a9beb117c7f81d631ed8a5cea519d6,a6ca5bde824d457076ca78d47a88584aa8d76ce2b74fa93e74b1d5311b114bb4,True,True,55636eb6a8b10440452ffa82a70bcaa8cd1c8a3ae2418764fb54102124fb7397
italian_old_ud218,Italian,40814041439,1x16,True,True,2851d72faed2e7a7e76727123817cdb7e5df96b770268231de589d60508fa446,96f5fd74280cedbc73cc7334eed39f16228cb860cee3beef23ad39dc33e1a107,True,True,055d0dca911c0b1054dfcad90cd36197de496ee6e73521531ebd10248a6bb115
italian_old_ud218,Italian,40814041440,1x16,True,True,e9803c32039fba3680b24248d10d30ab6626f0e682def68697de04bf19bd89ec,dd8b3fbe1020a021dc85db4767e2f99aea0c4b3a29a3a00102ae67eff6c8cc6e,True,True,b433db4360f648f1c42b58b2ed657abf8fa3056f72647c1a908eb6270218acbf
italian_old_ud218,Italian,40814041441,1x16,True,True,f55558f59632aa127fce8400687e3f75ad5fa2a7b69141517e8b4c77bccb8e64,6feb6a9989ed078c0d78952fdfebe88eaf293a383db821c6d4d61479501b7eb0,True,True,91bf1e1ae9b4f9d68642b39db153f25420042dad8c2dfcfc1d94b45aa66742fa
italian_old_ud218,Italian,40814041442,1x16,True,True,73274b0b40ce863e4f7a110ffb70d79c5d215914462ca170205393fb90c850e0,4fa08522f8b5476416b44ef045edffbfea2e736aa80ff1a70599dbc9b4d2b44e,True,True,13c8e4ec41074c2334e4342117ad40262d11d558ba60cc2760b27165a7c5ff7d
italian_old_ud218,Italian,40814041438,2x8,True,True,3651b85fdd897c34b56a1af8a28ea2cd95a9beb117c7f81d631ed8a5cea519d6,a6ca5bde824d457076ca78d47a88584aa8d76ce2b74fa93e74b1d5311b114bb4,True,True,55636eb6a8b10440452ffa82a70bcaa8cd1c8a3ae2418764fb54102124fb7397
italian_old_ud218,Italian,40814041439,2x8,True,True,2851d72faed2e7a7e76727123817cdb7e5df96b770268231de589d60508fa446,96f5fd74280cedbc73cc7334eed39f16228cb860cee3beef23ad39dc33e1a107,True,True,055d0dca911c0b1054dfcad90cd36197de496ee6e73521531ebd10248a6bb115
italian_old_ud218,Italian,40814041440,2x8,True,True,e9803c32039fba3680b24248d10d30ab6626f0e682def68697de04bf19bd89ec,dd8b3fbe1020a021dc85db4767e2f99aea0c4b3a29a3a00102ae67eff6c8cc6e,True,True,b433db4360f648f1c42b58b2ed657abf8fa3056f72647c1a908eb6270218acbf
italian_old_ud218,Italian,40814041441,2x8,True,True,f55558f59632aa127fce8400687e3f75ad5fa2a7b69141517e8b4c77bccb8e64,6feb6a9989ed078c0d78952fdfebe88eaf293a383db821c6d4d61479501b7eb0,True,True,91bf1e1ae9b4f9d68642b39db153f25420042dad8c2dfcfc1d94b45aa66742fa
italian_old_ud218,Italian,40814041442,2x8,True,True,73274b0b40ce863e4f7a110ffb70d79c5d215914462ca170205393fb90c850e0,4fa08522f8b5476416b44ef045edffbfea2e736aa80ff1a70599dbc9b4d2b44e,True,True,13c8e4ec41074c2334e4342117ad40262d11d558ba60cc2760b27165a7c5ff7d
italian_old_ud218,Italian,40814041438,4x4,True,True,3651b85fdd897c34b56a1af8a28ea2cd95a9beb117c7f81d631ed8a5cea519d6,a6ca5bde824d457076ca78d47a88584aa8d76ce2b74fa93e74b1d5311b114bb4,True,True,55636eb6a8b10440452ffa82a70bcaa8cd1c8a3ae2418764fb54102124fb7397
italian_old_ud218,Italian,40814041439,4x4,True,True,2851d72faed2e7a7e76727123817cdb7e5df96b770268231de589d60508fa446,96f5fd74280cedbc73cc7334eed39f16228cb860cee3beef23ad39dc33e1a107,True,True,055d0dca911c0b1054dfcad90cd36197de496ee6e73521531ebd10248a6bb115
italian_old_ud218,Italian,40814041440,4x4,True,True,e9803c32039fba3680b24248d10d30ab6626f0e682def68697de04bf19bd89ec,dd8b3fbe1020a021dc85db4767e2f99aea0c4b3a29a3a00102ae67eff6c8cc6e,True,True,b433db4360f648f1c42b58b2ed657abf8fa3056f72647c1a908eb6270218acbf
italian_old_ud218,Italian,40814041441,4x4,True,True,f55558f59632aa127fce8400687e3f75ad5fa2a7b69141517e8b4c77bccb8e64,6feb6a9989ed078c0d78952fdfebe88eaf293a383db821c6d4d61479501b7eb0,True,True,91bf1e1ae9b4f9d68642b39db153f25420042dad8c2dfcfc1d94b45aa66742fa
italian_old_ud218,Italian,40814041442,4x4,True,True,73274b0b40ce863e4f7a110ffb70d79c5d215914462ca170205393fb90c850e0,4fa08522f8b5476416b44ef045edffbfea2e736aa80ff1a70599dbc9b4d2b44e,True,True,13c8e4ec41074c2334e4342117ad40262d11d558ba60cc2760b27165a7c5ff7d
latin_udante_ud218,Latin,40814041438,1x16,True,True,6e065b25a795b2ec3468acdb7a519f05333c21630a7f8ba30d050d076f3fe4b7,fabbd176508fc3b18832108c6488b5cadb9598c58e7538720871d28e10967e5e,True,True,2769442efbd231f5157233e7b93ef28a62199766d6ad25796db1562d4946c650
latin_udante_ud218,Latin,40814041439,1x16,True,True,53d71c9bcac5889f0f07f63076a9b73acac11e3d767a52304aef2caf8dc1b36c,607e9d6bc1760a9515dc03e8100382f0fb0492934eeecb563fdcef813003d26d,True,True,1f3695282785765205ac3eadc2b39a879acb71e020086757f735e6727ceffe86
latin_udante_ud218,Latin,40814041440,1x16,True,True,d7065d1e6ef653b3b0669ff713bb36c142849951877fb757a676c4a29222bddd,245c9461fb1c0370656c8edb707c6f1479a1d6e959b70ab3157349c309b7b9c4,True,True,dfc1b42806c8fb000f3a4a776418ed7db1902db980dae8dd7ae4a02a51390d95
latin_udante_ud218,Latin,40814041441,1x16,True,True,709351a880266962d75437e2128f530756199b9ca8d5005d210bc7cf0ee047ba,3306780ecf2b90a973791a08ccc5bd6f290538b005c95a5ec19d9c41989c4bae,True,True,ac99a48b564909c8dcde709b0e53ac20f2c6596164fad0aaf80fbc401933500f
latin_udante_ud218,Latin,40814041442,1x16,True,True,199592147f1fd13e60f49f6dfa210ce079a91b79c052f6238587db0fd6208175,77fa5a013d35eeeec2903d1ee11739b5423493cfc313b1b3e106202388368ae4,True,True,361a2f2e2f31ada8562c678f92d241c75eecb61f1539947b6c480b66f0ef4786
latin_udante_ud218,Latin,40814041438,2x8,True,True,6e065b25a795b2ec3468acdb7a519f05333c21630a7f8ba30d050d076f3fe4b7,fabbd176508fc3b18832108c6488b5cadb9598c58e7538720871d28e10967e5e,True,True,2769442efbd231f5157233e7b93ef28a62199766d6ad25796db1562d4946c650
latin_udante_ud218,Latin,40814041439,2x8,True,True,53d71c9bcac5889f0f07f63076a9b73acac11e3d767a52304aef2caf8dc1b36c,607e9d6bc1760a9515dc03e8100382f0fb0492934eeecb563fdcef813003d26d,True,True,1f3695282785765205ac3eadc2b39a879acb71e020086757f735e6727ceffe86
latin_udante_ud218,Latin,40814041440,2x8,True,True,d7065d1e6ef653b3b0669ff713bb36c142849951877fb757a676c4a29222bddd,245c9461fb1c0370656c8edb707c6f1479a1d6e959b70ab3157349c309b7b9c4,True,True,dfc1b42806c8fb000f3a4a776418ed7db1902db980dae8dd7ae4a02a51390d95
latin_udante_ud218,Latin,40814041441,2x8,True,True,709351a880266962d75437e2128f530756199b9ca8d5005d210bc7cf0ee047ba,3306780ecf2b90a973791a08ccc5bd6f290538b005c95a5ec19d9c41989c4bae,True,True,ac99a48b564909c8dcde709b0e53ac20f2c6596164fad0aaf80fbc401933500f
latin_udante_ud218,Latin,40814041442,2x8,True,True,199592147f1fd13e60f49f6dfa210ce079a91b79c052f6238587db0fd6208175,77fa5a013d35eeeec2903d1ee11739b5423493cfc313b1b3e106202388368ae4,True,True,361a2f2e2f31ada8562c678f92d241c75eecb61f1539947b6c480b66f0ef4786
latin_udante_ud218,Latin,40814041438,4x4,True,True,6e065b25a795b2ec3468acdb7a519f05333c21630a7f8ba30d050d076f3fe4b7,fabbd176508fc3b18832108c6488b5cadb9598c58e7538720871d28e10967e5e,True,True,2769442efbd231f5157233e7b93ef28a62199766d6ad25796db1562d4946c650
latin_udante_ud218,Latin,40814041439,4x4,True,True,53d71c9bcac5889f0f07f63076a9b73acac11e3d767a52304aef2caf8dc1b36c,607e9d6bc1760a9515dc03e8100382f0fb0492934eeecb563fdcef813003d26d,True,True,1f3695282785765205ac3eadc2b39a879acb71e020086757f735e6727ceffe86
latin_udante_ud218,Latin,40814041440,4x4,True,True,d7065d1e6ef653b3b0669ff713bb36c142849951877fb757a676c4a29222bddd,245c9461fb1c0370656c8edb707c6f1479a1d6e959b70ab3157349c309b7b9c4,True,True,dfc1b42806c8fb000f3a4a776418ed7db1902db980dae8dd7ae4a02a51390d95
latin_udante_ud218,Latin,40814041441,4x4,True,True,709351a880266962d75437e2128f530756199b9ca8d5005d210bc7cf0ee047ba,3306780ecf2b90a973791a08ccc5bd6f290538b005c95a5ec19d9c41989c4bae,True,True,ac99a48b564909c8dcde709b0e53ac20f2c6596164fad0aaf80fbc401933500f
latin_udante_ud218,Latin,40814041442,4x4,True,True,199592147f1fd13e60f49f6dfa210ce079a91b79c052f6238587db0fd6208175,77fa5a013d35eeeec2903d1ee11739b5423493cfc313b1b3e106202388368ae4,True,True,361a2f2e2f31ada8562c678f92d241c75eecb61f1539947b6c480b66f0ef4786
